ID,name,LABEL
IDEN1340,ITU-T T.38,IDEN
IDEN1341,ITU-T Recommendation V.16,IDEN
IDEN1342,ECG (electro-cardiogram),IDEN
IDEN1343,modems,IDEN
IDEN1344,fn,IDEN
IDEN1345,pn,IDEN
IDEN1346,Recommendations V.3 and V.4,IDEN
IDEN1347,Recommendation V.24,IDEN
IDEN1348,recorder,IDEN
IDEN1349,Recommendation V.28,IDEN
IDEN1350,V.31,IDEN
IDEN1351,ITU-T X.142,IDEN
IDEN1352,ITU-T Rec. X.140,IDEN
IDEN1353,7.2,IDEN
IDEN1354,ITU-T Recommendation X.142,IDEN
IDEN1355,ITU-T X.144,IDEN
IDEN1356,ITU-T Rec. X.147,IDEN
IDEN1357,ITU-T Rec. X.146,IDEN
IDEN1358,ITU-T Rec. X.148,IDEN
IDEN1359,ITU-T X.145,IDEN
IDEN1360,Recommendation X.145,IDEN
IDEN1361,ITU-T Rec. X.144,IDEN
IDEN1362,ITU-T Recommendation X.145,IDEN
IDEN1363,ITU-T Recommendation X.146,IDEN
IDEN1364,SVC service,IDEN
IDEN1365,frame relay PVC,IDEN
IDEN1366,committed frame loss ratio,IDEN
IDEN1367,frame transfer delay,IDEN
IDEN1368,service class,IDEN
IDEN1369,ITU-T X.36,IDEN
IDEN1370,X.76,IDEN
IDEN1371,ITU-T X.76,IDEN
IDEN1372,ITU-T X.134,IDEN
IDEN1373,Figure 1,IDEN
IDEN1374,Abstract Syntax Notation One (ASN.1),IDEN
IDEN1375,X.680–X.699,IDEN
IDEN1376,X.700–X.709,IDEN
IDEN1377,ITU-T X.147,IDEN
IDEN1378,8.3,IDEN
IDEN1379,ITU-T Rec. G.827,IDEN
IDEN1380,Table 2,IDEN
IDEN1381,ITU-T Recommendation G.827,IDEN
IDEN1382,MTBO,IDEN
IDEN1383,air-route distance,IDEN
IDEN1384,ITU-T X.148,IDEN
IDEN1385,SVCs,IDEN
IDEN1386,PVCs,IDEN
IDEN1387,ITU-T Recommendation X.148 (2003),IDEN
IDEN1388,ITU-T Rec. X.l38,IDEN
IDEN1389,ITU-T X.149,IDEN
IDEN1390,Recommendation X.149,IDEN
IDEN1391,ITU-T Recommendation X.149,IDEN
IDEN1392,ITU-T Rec. Y.1541,IDEN
IDEN1393,ITU-T Recommendation E.651,IDEN
IDEN1394,ITU-T Recommendation G.114,IDEN
IDEN1395,ITU-T Recommendation G.1000,IDEN
IDEN1396,ITU-T Recommendation G.1010,IDEN
IDEN1397,ITU-T Recommendation X.36,IDEN
IDEN1398,ITU-T Recommendation X.76,IDEN
IDEN1399,ITU-T Recommendation X.140,IDEN
IDEN1400,ITU-T Recommendation X.144,IDEN
IDEN1401,ITU-T Recommendation Y.1221,IDEN
IDEN1402,ITU-T Recommendation Y.1231,IDEN
IDEN1403,ITU-T Recommendation Y.1540,IDEN
IDEN1404,ITU-T Recommendation Y.1541,IDEN
IDEN1405,IETF RFC 791,IDEN
IDEN1406,ITU-T Recommendation X.150,IDEN
IDEN1407,Loop 3d,IDEN
IDEN1408,Loop 3c,IDEN
IDEN1409,Loop 3b,IDEN
IDEN1410,Loop 3a,IDEN
IDEN1411,Loop 4a,IDEN
IDEN1412,Loop 4b,IDEN
IDEN1413,Loop 2b,IDEN
IDEN1414,Administration's test centre(s),IDEN
IDEN1415,remote DTE,IDEN
IDEN1416,Loop 2a,IDEN
IDEN1417,ITU-T X.151,IDEN
IDEN1418,ITU-T Recommendation X.151,IDEN
IDEN1419,FRF.19,IDEN
IDEN1420,Frame Relay OAM Maintenance Point,IDEN
IDEN1421,Figures 1 and 2,IDEN
IDEN1422,ITU-T Recommendation I.370,IDEN
IDEN1423,ITU-T Recommendation I.555,IDEN
IDEN1424,ITU-T Recommendation I.610,IDEN
IDEN1425,ITU-T Recommendation X.160,IDEN
IDEN1426,Customer Network Management (CNM),IDEN
IDEN1427,Recommendations,IDEN
IDEN1428,Public Data Networks,IDEN
IDEN1429,TMN,IDEN
IDEN1430,ITU-T Recommendation X.281,IDEN
IDEN1431,ISO/IEC 13642:1996,IDEN
IDEN1432,ITU-T Recommendation X.281 (1995),IDEN
IDEN1433,CCITT Recommendation X.701,IDEN
IDEN1434,ISO/IEC 10040:1992,IDEN
IDEN1435,ITU-T X.161,IDEN
IDEN1436,ITU-T X.161 recommendation,IDEN
IDEN1437,ITU-T Recommendation X.161,IDEN
IDEN1438,ISO/IEC 10040:1997,IDEN
IDEN1439,ITU-T Recommendation X.701,IDEN
IDEN1440,CCITT Recommendation X.721 (1992),IDEN
IDEN1441,Recommendation X.160,IDEN
IDEN1442,Recommendations X.162 and X.163,IDEN
IDEN1443,ITU-T Study Group XVII,IDEN
IDEN1444,ITU-T Recommendation V.28,IDEN
IDEN1445,Figure 3,IDEN
IDEN1446,clause 3,IDEN
IDEN1447,ITU-T Recommendation V.29,IDEN
IDEN1448,9600 BITS PER SECOND MODEM,IDEN
IDEN1449,Recommendation M.1025,IDEN
IDEN1450,Recommendation V.27,IDEN
IDEN1451,Figure 1/V.29,IDEN
IDEN1452,ITU-T V.300,IDEN
IDEN1453,ITU-T Recommendation V.300,IDEN
IDEN1454,7,IDEN
IDEN1455,ITU-T Recommendation V.38,IDEN
IDEN1456,Recommendation V.38,IDEN
IDEN1457,G.797,IDEN
IDEN1458,V.24,IDEN
IDEN1459,X.24,IDEN
IDEN1460,ITU-T Recommendation X.162,IDEN
IDEN1461,6.3.2,IDEN
IDEN1462,6.3.3,IDEN
IDEN1463,6.3.5,IDEN
IDEN1464,ITU-T Recommendation X.163,IDEN
IDEN1465,Recommendation X.163,IDEN
IDEN1466,CNMe realisation,IDEN
IDEN1467,7.1.1,IDEN
IDEN1468,7.1.2,IDEN
IDEN1469,7.1.3,IDEN
IDEN1470,7.2.1,IDEN
IDEN1471,7.2.2,IDEN
IDEN1472,7.2.5,IDEN
IDEN1473,7.3.2,IDEN
IDEN1474,7.4.1,IDEN
IDEN1475,7.4.2,IDEN
IDEN1476,7.4.3,IDEN
IDEN1477,CNM Service Request,IDEN
IDEN1478,8.1.1.2,IDEN
IDEN1479,8.1.1.3,IDEN
IDEN1480,ITU-T X.170,IDEN
IDEN1481,Recommendation X.170,IDEN
IDEN1482,X.200–X.209,IDEN
IDEN1483,X.300–X.349,IDEN
IDEN1484,X.600–X.629,IDEN
IDEN1485,X.850–X.859,IDEN
IDEN1486,ITU-T Recommendation X.170,IDEN
IDEN1487,ITU-T X.1702,IDEN
IDEN1488,NRBG,IDEN
IDEN1489,ITU-T X.171,IDEN
IDEN1490,Network-Network Management (NNM),IDEN
IDEN1491,ITU-T Recommendation X.171,IDEN
IDEN1492,WTSC Resolution 1,IDEN
IDEN1493,carrier,IDEN
IDEN1494,TMN X-Interface,IDEN
IDEN1495,CNM,IDEN
IDEN1496,NNM Alarm Notification Service,IDEN
IDEN1497,NNM manager,IDEN
IDEN1498,NNM Fault History Service,IDEN
IDEN1499,NNM Trouble Report Service,IDEN
IDEN1500,NNM Loop Set-up Service,IDEN
IDEN1501,NNM Test Host Service,IDEN
IDEN1502,NNM Protocol Monitoring Service,IDEN
IDEN1503,NNM Configuration Inquiry Service,IDEN
IDEN1504,NNM Reconfiguration Service,IDEN
IDEN1505,NNM Ordering Service,IDEN
IDEN1506,NNM Inventory Inquiry Service,IDEN
IDEN1507,NNM Usage Metering Accounting Service,IDEN
IDEN1508,NNM Traffic Information Service,IDEN
IDEN1509,CNM Quality of Service Information Service,IDEN
IDEN1510,NNM Network Statistics Service,IDEN
IDEN1511,ITU-T X.1710,IDEN
IDEN1512,Quantum communication,IDEN
IDEN1513,Recommendation ITU-T X.1710,IDEN
IDEN1514,Quantum key distribution networks (QKDNs),IDEN
IDEN1515,QKDNs,IDEN
IDEN1516,ITU-T Y.3800,IDEN
IDEN1517,ITU-T G.665,IDEN
IDEN1518,ITU-T G.666,IDEN
IDEN1519,polarization mode dispersion (PMD),IDEN
IDEN1520,PMD compensators (PMDCs),IDEN
IDEN1521,optical signal-to-noise ratio (OSNR) penalty due to DGD,IDEN
IDEN1522,polarization rotation speed (PRS),IDEN
IDEN1523,principal state of polarization (PSP) rate of change,IDEN
IDEN1524,second-order PMD (SOPMD),IDEN
IDEN1525,ITU-T G.667,IDEN
IDEN1526,ITU-T Recommendation G.667,IDEN
IDEN1527,ITU-T G.671,IDEN
IDEN1528,Recommendation ITU-T G.671,IDEN
IDEN1529,IEC 61300-3 series,IDEN
IDEN1530,clause 5,IDEN
IDEN1531,ITU-T G.672,IDEN
IDEN1532,MD-ROADM,IDEN
IDEN1533,flexible grid,IDEN
IDEN1534,Recommendation ITU-T G.672,IDEN
IDEN1535,MD-ROADMs,IDEN
IDEN1536,ITU-T X.1712,IDEN
IDEN1537,Recommendation ITU-T X.1712,IDEN
IDEN1538,T-K1,IDEN
IDEN1539,T_K3,IDEN
IDEN1540,T_A1,IDEN
IDEN1541,T_K2-1,IDEN
IDEN1542,T_K2-2,IDEN
IDEN1543,T_C,IDEN
IDEN1544,T_M,IDEN
IDEN1545,T_C&M,IDEN
IDEN1546,T_KMA,IDEN
IDEN1547,T_KSA,IDEN
IDEN1548,ITU-T X.1713,IDEN
IDEN1549,Quantum Key Distribution (QKD),IDEN
IDEN1550,QKD Network (QKDN),IDEN
IDEN1551,Trusted Node (TN),IDEN
IDEN1552,Key Manager (KM),IDEN
IDEN1553,Key Management Agent (KMA),IDEN
IDEN1554,Key Supply Agent (KSA),IDEN
IDEN1555,Quantum Key Distribution Module,IDEN
IDEN1556,Quantum Key Distribution Link,IDEN
IDEN1557,Information Theoretic Security (ITS),IDEN
IDEN1558,ITU-T X.1714,IDEN
IDEN1559,Quantum communication – Security design for QKDN,IDEN
IDEN1560,QKDN,IDEN
IDEN1561,Recommendation ITU-T X.1714,IDEN
IDEN1562,DATA NETWORKS, OPEN SYSTEM COMMUNICATIONS AND SECURITY,IDEN
IDEN1563,INFORMATION,IDEN
IDEN1564,NETWORK SECURITY,IDEN
IDEN1565,General security aspects X.1000–X.1029,IDEN
IDEN1566,Security protocols (1) X.1150–X.1159,IDEN
IDEN1567,ITU-T X.1715,IDEN
IDEN1568,Recommendation ITU-T X.1715,IDEN
IDEN1569,ITU-T X.1716,IDEN
IDEN1570,Quantum Key Distribution Network (QKDN),IDEN
IDEN1571,Identifiers (IDs),IDEN
IDEN1572,ITU-T X.1717,IDEN
IDEN1573,QKDN controller,IDEN
IDEN1574,QKDN manager,IDEN
IDEN1575,Quantum key distribution (QKD),IDEN
IDEN1576,QKD link,IDEN
IDEN1577,QKD module,IDEN
IDEN1578,ITU-T X.1750,IDEN
IDEN1579,Big Data Security,IDEN
IDEN1580,Big Data as a Service (BDaaS),IDEN
IDEN1581,Recommendation ITU-T X.1750,IDEN
IDEN1582,Big data service providers (BDSPs),IDEN
IDEN1583,Big data service user (BDSU),IDEN
IDEN1584,Big data service partner (BDSN),IDEN
IDEN1585,Data provider (DP),IDEN
IDEN1586,Public Key Infrastructure (PKI),IDEN
IDEN1587,Security Assertion Markup Language (SAML),IDEN
IDEN1588,Secure Socket Layer (SSL),IDEN
IDEN1589,Transport Layer Security (TLS),IDEN
IDEN1590,Universal Serial Bus (USB),IDEN
IDEN1591,Information Technology (IT),IDEN
IDEN1592,Personally Identifiable Information (PII),IDEN
IDEN1593,Attribute-Based Access Control (ABAC),IDEN
IDEN1594,Application Programming Interface (API),IDEN
IDEN1595,Software Development Kit (SDK),IDEN
IDEN1596,CCITT V.17,IDEN
IDEN1597,Study Group XVII,IDEN
IDEN1598,Recommendation V.17,IDEN
IDEN1599,ITU-T V.18,IDEN
IDEN1600,ITU-T Recommendation V.18,IDEN
IDEN1601,ANSI TIA/EIA-825 (2000),IDEN
IDEN1602,5-bit mode,IDEN
IDEN1603,Frequency Shift Keyed Modem,IDEN
IDEN1604,Public Switched Telephone Network,IDEN
IDEN1605,ITU-T Recommendation V.19,IDEN
IDEN1606,MODEMS FOR PARALLEL DATA TRANSMISSION,IDEN
IDEN1607,Recommendation Q.23,IDEN
IDEN1608,Recommendation V.23 type modem,IDEN
IDEN1609,Recommendation V.21 type modem,IDEN
IDEN1610,ITU-T X.1751,IDEN
IDEN1611,X.1750–X.1759,IDEN
IDEN1612,telecommunication operators,IDEN
IDEN1613,big data technology,IDEN
IDEN1614,telecommunication big data services,IDEN
IDEN1615,ITU-T X.1752,IDEN
IDEN1616,General security aspects,IDEN
IDEN1617,Web security (1),IDEN
IDEN1618,Application Security (1),IDEN
IDEN1619,ITU-T X.1770,IDEN
IDEN1620,MPC,IDEN
IDEN1621,ITU-T X.1771,IDEN
IDEN1622,data principal,IDEN
IDEN1623,Stakeholder,IDEN
IDEN1624,privacy stakeholder,IDEN
IDEN1625,data controller,IDEN
IDEN1626,combining key,IDEN
IDEN1627,identifying attributes,IDEN
IDEN1628,ICT,IDEN
IDEN1629,PII,IDEN
IDEN1630,Personally Identifiable Information,IDEN
IDEN1631,TTP,IDEN
IDEN1632,ITU -T,IDEN
IDEN1633,ITU-T Recommendation X.180,IDEN
IDEN1634,international CUGs,IDEN
IDEN1635,responsible subscriber,IDEN
IDEN1636,coordinating Administration,IDEN
IDEN1637,international CUG number (ICN),IDEN
IDEN1638,DNIC or DCC,IDEN
IDEN1639,ICN,IDEN
IDEN1640,INIC,IDEN
IDEN1641,E.164 country code,IDEN
IDEN1642,ISDN Network Identification Code (INIC),IDEN
IDEN1643,ITU-T Recommendation X.181,IDEN
IDEN1644,permanent virtual circuit service,IDEN
IDEN1645,international permanent virtual circuit,IDEN
IDEN1646,source Administration,IDEN
IDEN1647,destination Administration,IDEN
IDEN1648,Source Administration,IDEN
IDEN1649,international numbers of both subscriber DTEs,IDEN
IDEN1650,throughput class,IDEN
IDEN1651,name of the international PVC,IDEN
IDEN1652,Note 3,IDEN
IDEN1653,quality of service parameters,IDEN
IDEN1654,Note 4,IDEN
IDEN1655,service inauguration date and lifetime of the international PVC,IDEN
IDEN1656,STE X/Y interface,IDEN
IDEN1657,logical channel group number and logical channel number,IDEN
IDEN1658,window size,IDEN
IDEN1659,§ 4.1,IDEN
IDEN1660,packet size,IDEN
IDEN1661,ITU-T X.2,IDEN
IDEN1662,ITU-T Recommendation X.2,IDEN
IDEN1663,PSPDN,IDEN
IDEN1664,INTERNATIONAL TELECOMMUNICATION UNION,IDEN
IDEN1665,TELECOMMUNICATION STANDARDIZATION SECTOR,IDEN
IDEN1666,Recommendation X.20,IDEN
IDEN1667,Data Circuit-Terminating Equipment (DCE),IDEN
IDEN1668,Recommendation X.24,IDEN
IDEN1669,Recommendation X.26,IDEN
IDEN1670,Recommendation X.27,IDEN
IDEN1671,ISO 4903,IDEN
IDEN1672,Recommendation T.50,IDEN
IDEN1673,ITU-T Recommendation X.20 bis,IDEN
IDEN1674,Data Circuit Terminating Equipment (DCE),IDEN
IDEN1675,circuit 107 - Data set ready,IDEN
IDEN1676,circuit 108/1 - Connect data set to line,IDEN
IDEN1677,circuit 108/2,IDEN
IDEN1678,circuit 108/2 - Data terminal ready,IDEN
IDEN1679,circuit 108/1,IDEN
IDEN1680,circuit 125 - Calling indicator,IDEN
IDEN1681,circuit 107,IDEN
IDEN1682,ITU-T Recommendation V.31,IDEN
IDEN1683,Figure 1/V.31,IDEN
IDEN1684,open circuit voltage Vr,IDEN
IDEN1685,current IS,IDEN
IDEN1686,Table 1/V.31,IDEN
IDEN1687,ITU-T Recommendation V.31 bis,IDEN
IDEN1688,Recommendation V.31,IDEN
IDEN1689,capacitance,IDEN
IDEN1690,Vs,IDEN
IDEN1691,Vr,IDEN
IDEN1692,I1,IDEN
IDEN1693,I0,IDEN
IDEN1694,ITU-T Recommendation V.32,IDEN
IDEN1695,Recommendation V.32,IDEN
IDEN1696,Radiocommunication Sector,IDEN
IDEN1697,CCIR,IDEN
IDEN1698,IFRB,IDEN
IDEN1699,General Switched Telephone Network (GSTN),IDEN
IDEN1700,Recommendations V.14 or V.42,IDEN
IDEN1701,circuit 113 or 114,IDEN
IDEN1702,circuit 114,IDEN
IDEN1703,circuit 111,IDEN
IDEN1704,ISO 2110,IDEN
IDEN1705,ITU-T Recommendation X.21 bis,IDEN
IDEN1706,V-Series DTEs,IDEN
IDEN1707,ISO 4902,IDEN
IDEN1708,Recommendation V.35,IDEN
IDEN1709,ISO standard for the assignment of the 34-pin interface connector ISO 2593,IDEN
IDEN1710,ISO 2593,IDEN
IDEN1711,Recommendation V.36,IDEN
IDEN1712,X.26/X.27,IDEN
IDEN1713,X.26,IDEN
IDEN1714,V.36,IDEN
IDEN1715,Table 1/X.21 bis,IDEN
IDEN1716,modem Recommendations,IDEN
IDEN1717,circuit 109,IDEN
IDEN1718,ITU-T Recommendation X.22,IDEN
IDEN1719,multiplex DCE,IDEN
IDEN1720,public data network,IDEN
IDEN1721,ITU-T Recommendation X.24,IDEN
IDEN1722,Figure 1/X.24,IDEN
IDEN1723,Circuit G,IDEN
IDEN1724,Circuit Ga,IDEN
IDEN1725,Circuit Gb,IDEN
IDEN1726,Circuit T,IDEN
IDEN1727,Circuit R,IDEN
IDEN1728,Circuit C,IDEN
IDEN1729,Circuit I,IDEN
IDEN1730,Circuit S,IDEN
IDEN1731,Circuit B,IDEN
IDEN1732,Circuit F,IDEN
IDEN1733,Circuit X,IDEN
IDEN1734,public data networks,IDEN
IDEN1735,dedicated circuit,IDEN
IDEN1736,Corrigendum 1 to ITU-T Recommendation X.25,IDEN
IDEN1737,ROA,IDEN
IDEN1738,public correspondence,IDEN
IDEN1739,modulo 8,IDEN
IDEN1740,modulo 128,IDEN
IDEN1741,modulo 32 768,IDEN
IDEN1742,DCE REJ (modulo 32 768)a),IDEN
IDEN1743,diagnostic packet,IDEN
IDEN1744,erroneous DTE packet,IDEN
IDEN1745,DCE time-out,IDEN
IDEN1746,Table D.1,IDEN
IDEN1747,general format identifier,IDEN
IDEN1748,logical channel,IDEN
IDEN1749,time-out T10,IDEN
IDEN1750,time-out T12,IDEN
IDEN1751,time-out T13,IDEN
IDEN1752,virtual call,IDEN
IDEN1753,super extended sequence numbering,IDEN
IDEN1754,6.2,IDEN
IDEN1755,Restart request,IDEN
IDEN1756,DTE restart confirmation,IDEN
IDEN1757,ITU-T Recommendation X.28,IDEN
IDEN1758,占 (5328),IDEN
IDEN1759,线 (4763),IDEN
IDEN1760,空 (3153),IDEN
IDEN1761,闲 (4748),IDEN
IDEN1762,ITU-T X.29,IDEN
IDEN1763,ITU-T Recommendation X.29,IDEN
IDEN1764,PAD,IDEN
IDEN1765,start-stop mode DTE,IDEN
IDEN1766,packet mode DTE,IDEN
IDEN1767,ITU-T Recommendation X.3,IDEN
IDEN1768,Recommendation X.29,IDEN
IDEN1769,X.2,IDEN
IDEN1770,Recommendations X.1,IDEN
IDEN1771,ITU-T Study Group VII,IDEN
IDEN1772,ITU-T Recommendation X.30,IDEN
IDEN1773,Integrated Services Digital Network (ISDN),IDEN
IDEN1774,Terminal adaptor (TA),IDEN
IDEN1775,X.21,IDEN
IDEN1776,X.20 bis,IDEN
IDEN1777,ISDN numbering scheme,IDEN
IDEN1778,Terminals TE1 and TE2,IDEN
IDEN1779,TA X.21,IDEN
IDEN1780,TA X.21 bis,IDEN
IDEN1781,TA X.20 bis,IDEN
IDEN1782,universal TA,IDEN
IDEN1783,ITU-T Recommendation X.300,IDEN
IDEN1784,Packet Switched Public Data Network (PSPDN),IDEN
IDEN1785,Circuit Switched Public Data Network (CSPDN),IDEN
IDEN1786,CSPDN,IDEN
IDEN1787,Frame Relay Public Data Network (FRPDN),IDEN
IDEN1788,Common Channel Signalling Network (CCSN),IDEN
IDEN1789,Public mobile systems,IDEN
IDEN1790,Private networks,IDEN
IDEN1791,5.8,IDEN
IDEN1792,OSI-NS,IDEN
IDEN1793,Type I subnetwork,IDEN
IDEN1794,Type II subnetwork,IDEN
IDEN1795,Type III subnetwork,IDEN
IDEN1796,Type IV subnetwork,IDEN
IDEN1797,Reference Model of OSI for ITU-T applications,IDEN
IDEN1798,ISO/IEC 8348/Amd.1,IDEN
IDEN1799,ITU-T Recommendation X.301,IDEN
IDEN1800,subnetworks,IDEN
IDEN1801,data transmission services,IDEN
IDEN1802,Recommendation X.302,IDEN
IDEN1803,X.28,IDEN
IDEN1804,X.29,IDEN
IDEN1805,X.32,IDEN
IDEN1806,X.351,IDEN
IDEN1807,X.352,IDEN
IDEN1808,X.20,IDEN
IDEN1809,Recommendation X.351,IDEN
IDEN1810,Recommendation X.352,IDEN
IDEN1811,X.31,IDEN
IDEN1812,I.420,IDEN
IDEN1813,I.421,IDEN
IDEN1814,X.30,IDEN
IDEN1815,Recommendation I.420,IDEN
IDEN1816,Recommendation I.421,IDEN
IDEN1817,Recommendation X.61,IDEN
IDEN1818,X.70,IDEN
IDEN1819,X.71,IDEN
IDEN1820,Recommendation X.70,IDEN
IDEN1821,X.61,IDEN
IDEN1822,PDNs,IDEN
IDEN1823,Telematic services,IDEN
IDEN1824,ISDNs,IDEN
IDEN1825,ITU-T Recommendation X.302,IDEN
IDEN1826,network identifier (NI),IDEN
IDEN1827,DCC,IDEN
IDEN1828,DNIC,IDEN
IDEN1829,ISDN network identification code (INIC),IDEN
IDEN1830,PDN DNIC,IDEN
IDEN1831,ITU-T Recommendation X.305,IDEN
IDEN1832,called address,IDEN
IDEN1833,calling address,IDEN
IDEN1834,NS-user-data,IDEN
IDEN1835,responding address,IDEN
IDEN1836,Type II subnetworks,IDEN
IDEN1837,Type I,IDEN
IDEN1838,reason,IDEN
IDEN1839,originator,IDEN
IDEN1840,§ 8,IDEN
IDEN1841,calling network service user,IDEN
IDEN1842,called network service user,IDEN
IDEN1843,ITU-T Recommendation X.31,IDEN
IDEN1844,General X.300-X.349,IDEN
IDEN1845,Mobile Data Transmission Systems X.350-X.369,IDEN
IDEN1846,Management X.370-X.399,IDEN
IDEN1847,X.400-X.499,IDEN
IDEN1848,X.500-X.599,IDEN
IDEN1849,ITU-T Recommendation X.32,IDEN
IDEN1850,Public Switched Network (PSN),IDEN
IDEN1851,ITU-T Recommendation X.320,IDEN
IDEN1852,Recommendation X.320,IDEN
IDEN1853,6.1,IDEN
IDEN1854,7.1.4,IDEN
IDEN1855,7.1.7,IDEN
IDEN1856,7.1.8,IDEN
IDEN1857,7.3,IDEN
IDEN1858,ITU-T Recommendation X.321,IDEN
IDEN1859,Recommendation X.321,IDEN
IDEN1860,I.230-Series,IDEN
IDEN1861,I.230-Series Recommendations,IDEN
IDEN1862,I.250-Series Recommendations,IDEN
IDEN1863,Mobile Satellite System (MSS),IDEN
IDEN1864,X.1,IDEN
IDEN1865,MSS,IDEN
IDEN1866,Closed User Group (CUG),IDEN
IDEN1867,Closed User Group with Outgoing Access (CUG/OA),IDEN
IDEN1868,CUG/OA,IDEN
IDEN1869,Interworking Function (IWF),IDEN
IDEN1870,Signalling System No. 7 (SS No. 7),IDEN
IDEN1871,SS No. 7,IDEN
IDEN1872,Terminal Equipment (TE),IDEN
IDEN1873,Transit Network Identification Code (TNIC),IDEN
IDEN1874,TNIC,IDEN
IDEN1875,Clearing Network Identification Code (CNIC),IDEN
IDEN1876,Recommendation X.305,IDEN
IDEN1877,Recommendation X.10,IDEN
IDEN1878,Recommendation X.76,IDEN
IDEN1879,Recommendation E.166/X.122,IDEN
IDEN1880,Recommendation I.500,IDEN
IDEN1881,OSI connection-mode network service,IDEN
IDEN1882,Recommendation X.322,IDEN
IDEN1883,Recommendations X.61 and X.71,IDEN
IDEN1884,Recommendation X.223,IDEN
IDEN1885,Recommendation T.70,IDEN
IDEN1886,Recommendation X.82,IDEN
IDEN1887,CSPDNs,IDEN
IDEN1888,X.10 category L, P,IDEN
IDEN1889,X.10 category K, O,IDEN
IDEN1890,Recommendation X.325,IDEN
IDEN1891,X.10 category B,IDEN
IDEN1892,mobile systems,IDEN
IDEN1893,signalling system X.71,IDEN
IDEN1894,X.21 subscriber interface,IDEN
IDEN1895,ITU-T Recommendation X.323,IDEN
IDEN1896,CNIC,IDEN
IDEN1897,Clearing Network Identification Code,IDEN
IDEN1898,CUG,IDEN
IDEN1899,Transit Network Identification Code,IDEN
IDEN1900,ITU-T Recommendation X.324,IDEN
IDEN1901,Q.1000 series of Recommendations,IDEN
IDEN1902,PLMNs,IDEN
IDEN1903,International Maritime Satellite Organization (INMARSAT),IDEN
IDEN1904,Standard-A,IDEN
IDEN1905,Standard-B,IDEN
IDEN1906,Standard-C,IDEN
IDEN1907,Aeronautical,IDEN
IDEN1908,ITU-T Recommendation X.325,IDEN
IDEN1909,TE,IDEN
IDEN1910,FRPDN,IDEN
IDEN1911,Recommendations X.75,IDEN
IDEN1912,ITU-T Recommendation V.2,IDEN
IDEN1913,P,IDEN
IDEN1914,subscriber,IDEN
IDEN1915,ITU-T Recommendation V.21,IDEN
IDEN1916,300 BITS PER SECOND DUPLEX MODEM,IDEN
IDEN1917,Channel No. 1,IDEN
IDEN1918,Channel No. 2,IDEN
IDEN1919,Data,IDEN
IDEN1920,ITU-T Recommendation V.22,IDEN
IDEN1921,General Switched Telephone Networks (GSTNs),IDEN
IDEN1922,Alternative A,IDEN
IDEN1923,Alternative B,IDEN
IDEN1924,Alternative C,IDEN
IDEN1925,low channel,IDEN
IDEN1926,high channel,IDEN
IDEN1927,ITU-T Recommendation X.326,IDEN
IDEN1928,Recommendations Q.711 to 716,IDEN
IDEN1929,operations, administration and maintenance (OA and M) applications,IDEN
IDEN1930,CCSN,IDEN
IDEN1931,PDN,IDEN
IDEN1932,OA&M,IDEN
IDEN1933,SCCP,IDEN
IDEN1934,NC,IDEN
IDEN1935,NS,IDEN
IDEN1936,NL,IDEN
IDEN1937,Interworking function (IWF),IDEN
IDEN1938,OSI Network-connection,IDEN
IDEN1939,(OSI) Network layer,IDEN
IDEN1940,OSI) Network layer service,IDEN
IDEN1941,(SCCP) Message,IDEN
IDEN1942,Recommendations Q.711, Q.712, Q.713 and Q.714,IDEN
IDEN1943,ITU-T Recommendation X.327,IDEN
IDEN1944,Recommendation X.327,IDEN
IDEN1945,private data networks,IDEN
IDEN1946,Private Data Network,IDEN
IDEN1947,Logical Channel number,IDEN
IDEN1948,PvtDN,IDEN
IDEN1949,Quality of Service (QOS) parameters,IDEN
IDEN1950,CLEAR INDICATION packet,IDEN
IDEN1951,CALL REQUEST packet,IDEN
IDEN1952,CALL ACCEPTED packet,IDEN
IDEN1953,ITU-T Recommendation X.328,IDEN
IDEN1954,Frame Relay Data Transmission Services (FRDTS),IDEN
IDEN1955,ISDN (SS No. 7, Recommendations X.75 and X.1, category Y),IDEN
IDEN1956,Frame Relaying Bearer Service (FRBS),IDEN
IDEN1957,Recommendation I.233.1,IDEN
IDEN1958,Packet Switched Data Transmission Services (PSDTS),IDEN
IDEN1959,Circuit Switched Data Transmission Services,IDEN
IDEN1960,Packet Layer Protocol (PLP),IDEN
IDEN1961,ITU-T Recommendation X.329,IDEN
IDEN1962,B-ISDN,IDEN
IDEN1963,FRDTS,IDEN
IDEN1964,B-TE,IDEN
IDEN1965,AU,IDEN
IDEN1966,Recommendation I.361,IDEN
IDEN1967,Recommendation I.363.5,IDEN
IDEN1968,ITU-T Recommendation X.33,IDEN
IDEN1969,Frame Relay Service,IDEN
IDEN1970,Packet Switched Service,IDEN
IDEN1971,Bearer Service,IDEN
IDEN1972,R reference Point,IDEN
IDEN1973,Interworking,IDEN
IDEN1974,Access Unit (AU),IDEN
IDEN1975,Backward Explicit Congestion Notification (BECN),IDEN
IDEN1976,BECN,IDEN
IDEN1977,Command/Response (C/R),IDEN
IDEN1978,C/R,IDEN
IDEN1979,Circuit Switched Bearer Service (CSBS),IDEN
IDEN1980,CSBS,IDEN
IDEN1981,Direct-Dialling-In (DDI),IDEN
IDEN1982,DDI,IDEN
